BEDROOM_NUM,BATHROOM_NUM,PRICE_PER_SQFT,AREA,LOCATION,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,BALCONY_NUM,FLOOR_NUM,CARPET_SQFT,SUPERBUILTUP_SQFT,BUILTUP_SQFT,SUPER_AREA,SUPERAREA_UNIT,SUPER_SQFT
5,2,2780,3614-3640,Kasba,Semi-Furnished,North-East,4,16,,2,4,2499,3614,3017,3614,sqm,3614-3653
1,3,7229-7267,692,Garia,,,14,12,,2,1,537,692,567,692,sq yard,692
5,1,3318,1625,Jadavpur,,,9,8,,1,,1072,1625,1412,1625,,1625
2,2,13755,2628,Rajarhat,Furnished,South,24,3,"Club House,Intercom",3,9,1748,2628,2390,2628,sq yard,2628-2671
,4,10951,2470,Jadavpur,,South,20,18,,3,18,1616,2470,2123,2470,,2470-2508
5,1,13585,2417,,,East,11,17,,1,5,1585,2417,2166,2417,,2417
5,,13275-13325,3690,Behala,Unfurnished,,4,3,,2,8,2744,3690,3185,3690,,3690
,1,7372,3216,,,,11,11,"Club House,Intercom",1,7,2305,3216,2597,3216,,3216
3,,14923,1519,Rajarhat,,,22,,Reserved Parking,0,18,1058,1519,1347,1519,,1519
2,4,9515,2804,,Semi-Furnished,West,,19,"Swimming Pool,Gym",2,11,1746,2804,2572-2612,2804,,2804
5,1,9524,2040,,,West,4,,"Power Backup,Water Supply",2,,1627,2040,1914,2040,sqm,2040
4,3,3647,437,Jadavpur,,,2,13,"Power Backup,Water Supply",,18,347,437,364,437,,437
2,,13309,1310,Dum Dum,,North-East,30,14,"Swimming Pool,Gym",1,,909,1310,1112,1310,,1310
2,,8824,988,Salt Lake,,West,16,11,Rain Water Harvesting,0,7,665-710,988,890-929,988,,988
5,,14592,1486,Howrah,Unfurnished,,15,10,"Lift,Security,Park",1,0,1072,1486,1338,1486,sq yard,1486
,,3184,856,Lake Town,,North,0,10,"Lift,Security,Park",1,,574-590,856,769,856,,856
,3,10484,687,,Unfurnished,,22,14,"Club House,Intercom",3,20,476-492,687,554,687-727,,687
1,4,10541,2125,Park Street,,South,21,13,,0,10,1283,2125,1872,2125,sqm,2125-2174
5,,8094,597,Ballygunge,Semi-Furnished,East,6,7,,1,14,360,597,533,597,,597
4,4,9842,2517,Alipore,Semi-Furnished,East,24,14,,1,,1686,2517,2330,2517,sq yard,2517
1,3,5300,1127,New Town,,,19,20,"Lift,Security,Park",,,895,1127,948,1127,sq yard,1127
3,4,9753,1820,Salt Lake,Furnished,,6,,,1,19,1345,1820-1860,1546,1820,sq yard,1820
1,1,14051,2233,,,North,4,20,"Lift,Security,Park",2,1,1623,2233,2103,2233,sqft,2233
3,4,3901,3651,,Semi-Furnished,,17,9,,3,18,2773,3651,3392,3651,sq yard,3651
4,2,11522-11569,3941,Dum Dum,,North-East,5,2,,3,9,2946,3941,3441,3941,sq yard,3941
4,2,14923,1046,Park Street,,East,7,10,,2,9,820-861,1046,911,1046-1080,sqm,1046-1085
1,1,3094,3214-3253,,,South-West,,20,,,2,1999,3214,3036,3214,,3214
5,1,12562,2770,Howrah,Semi-Furnished,North-East,5,,Reserved Parking,,14,1903,2770,2567,2770,,2770
3,1,2726,3849,Park Street,Unfurnished,,3,3,Reserved Parking,,,2535,3849,3486,3849,,3849
2,2,13067,3439,Behala,,West,12,5,,0,3,2185,3439,2907,3439,sq yard,3439
,2,4569,1318-1356,,Furnished,South,7,15,,3,14,890,1318,1106,1318,,1318
3,2,12508,3102,Tollygunge,Furnished,,1,11,"Club House,Intercom",2,1,2330,3102,2924,3102,sqm,3102
,,5815,2633,Rajarhat,,South-West,,5,,,13,2018,2633-2676,2355,2633,sq yard,2633
4,,5075,3918,Garia,,North-East,,,,2,7,2549,3918,3614,3918,,3918
1,2,8469-8499,1064-1108,,,,9,20,,0,18,654,1064,1006,1064,,1064
5,2,7001,1431,,,South-West,9,19,Rain Water Harvesting,,9,1010,1431,1306,1431,sqft,1431
5,,12757,1344-1360,Dum Dum,Unfurnished,North-East,1,,"Power Backup,Water Supply",2,3,905,1344,1251,1344,,1344
4,4,2208,2133,Behala,,North,22,4,,2,,1590,2133,1811-1831,2133,sqft,2133
1,,3212-3245,3910,Dum Dum,Unfurnished,North,24,16,Reserved Parking,3,,2965,3910,3601,3910,,3910
4,2,9686-9723,1315,,,West,3,,,2,4,796,1315,1165,1315,sqm,1315
2,3,2845,2280,,,West,9,,"Power Backup,Water Supply",1,13,1615,2280,2136,2280,sqft,2280
2,3,6290,2798,Tollygunge,Semi-Furnished,,11,18,,3,,1720,2798,2475,2798,sqm,2798
5,4,6815,445,Garia,Semi-Furnished,,23,20,,0,3,301,445,365,445,sqft,445
4,,14909,649,Salt Lake,Unfurnished,North-East,27,7,"Swimming Pool,Gym",0,11,430,649,598,649,sqft,649
,3,13541-13559,419,Kasba,Unfurnished,East,,16,Reserved Parking,0,,334,419,337,419,,419
3,1,2508,2659,Howrah,Semi-Furnished,,,16,"Swimming Pool,Gym",1,7,2103,2659-2683,2215,2659,sqm,2659
4,,7945,831,Jadavpur,,North-East,25,,,3,13,618,831,738,831,sq yard,831
5,,2212,3921,Howrah,,,23,11,,,16,2461,3921,3718,3921,sq yard,3921
5,4,9466,1223,Lake Town,Unfurnished,,15,9,"Power Backup,Water Supply",1,5,970,1223,1014,1223,sq yard,1223-1233
4,4,14749,2872,Ballygunge,Unfurnished,North,30,13,Rain Water Harvesting,1,,2279,2872-2898,2491,2872,sqft,2872
3,,6435,1795-1810,Park Street,,South-West,13,19,"Lift,Security,Park",,19,1329,1795,1661,1795,,1795
3,2,11872,799,Kasba,,West,12,17,"Lift,Security,Park",0,4,616,799,673,799,sqft,799
1,,11992,3405-3453,Behala,,,10,18,,0,,2458,3405-3445,2754,3405-3443,sqm,3405
4,4,7606,835,Ballygunge,,,0,4,Reserved Parking,2,15,510,835,687,835,,835-849
1,3,14065,444,Howrah,,South-West,23,15,"Swimming Pool,Gym",2,6,298,444,416,444,,444
,4,10308,2130,,,North,7,12,Reserved Parking,3,5,1634-1674,2130,1889,2130,,2130
1,3,5351,3201,Garia,,,28,1,"Swimming Pool,Gym",2,17,2168-2205,3201,2788,3201,sqft,3201-3216
5,2,7037,1840,Howrah,,South,,10,Reserved Parking,3,4,1417,1840,1684-1699,1840,,1840
,1,8224,3322,Dum Dum,Unfurnished,South,13,10,,3,13,2311,3322,2892,3322,,3322
5,1,12724,1225,Howrah,,,25,7,,0,7,793,1225,1029,1225-1248,,1225
2,3,12219,1613,Howrah,,,3,15,Reserved Parking,,,1225,1613,1499,1613-1632,sq yard,1613
1,,8146,721,New Town,,West,4,,,3,4,440,721,624,721,sqft,721-731
2,4,2251,1479,Ballygunge,,South-West,,14,,1,20,911,1479,1381,1479,sqft,1479
4,,7773,2795,Rajarhat,,,10,5,,1,0,1803,2795,2632,2795,sqft,2795
,3,4419,2375,Howrah,Furnished,,29,15,,1,19,1467,2375,2214,2375,sqm,2375
,1,3875,2637,,Unfurnished,South-West,14,16,,2,,1991,2637,2451,2637,,2637
1,4,7377,796,Tollygunge,Semi-Furnished,,19,,,,10,577-598,796,711,796,,796
3,2,8347,1747,Behala,Semi-Furnished,,,3,,,,1178,1747,1485,1747,,1747
2,4,10852,2634,Behala,,South-West,8,20,,3,2,2048,2634,2353,2634,,2634
3,2,7485,679,Alipore,,North,16,9,"Club House,Intercom",,16,415,679,630,679,,679
1,2,5461-5474,606,,Semi-Furnished,,12,6,,,2,456,606,575,606,,606
3,1,4358,1317-1332,Howrah,Unfurnished,South,13,,,,,887,1317,1209,1317,sqft,1317
5,1,11222,3822,Howrah,,South-West,11,5,"Power Backup,Water Supply",0,16,2604,3822,3208,3822,sqm,3822
,2,3971,610,Salt Lake,,,27,3,Rain Water Harvesting,0,18,438,610,563,610,sqm,610
5,3,13925,781,Behala,Semi-Furnished,South,14,9,"Swimming Pool,Gym",0,4,595,781,625,781,,781
4,2,3307,2022,Dum Dum,Semi-Furnished,South,29,18,,,11,1221,2022,1775,2022-2050,,2022
4,4,3627,2991,Dum Dum,,East,7,9,"Lift,Security,Park",1,18,1834,2991,2484,2991,sqft,2991
5,,7188,1264,Lake Town,Unfurnished,North-East,23,4,,1,15,797,1264,1025,1264,,1264
4,,5957,3265,Garia,Furnished,,24,19,"Swimming Pool,Gym",1,16,2322-2361,3265,2719,3265,sqft,3265
,,9865,1316,,Furnished,North-East,9,,"Club House,Intercom",3,,834,1316,1105,1316,,1316
3,,12323,728,Behala,,North-East,30,17,,2,2,527,728,628,728,,728
,1,11812,3207,Alipore,Furnished,South,21,19,Reserved Parking,1,,1974,3207-3222,2986,3207,sqm,3207
1,1,12495-12535,1868,Salt Lake,Furnished,,7,18,Rain Water Harvesting,1,7,1469,1868,1728-1751,1868-1902,sqft,1868-1911
5,2,10933,2188,Park Street,Unfurnished,,3,8,,0,,1520,2188,1767,2188,sq yard,2188
2,2,2161,3719,Lake Town,,,20,1,,2,5,2651,3719,2986,3719,sqft,3719
,3,4335,3616,Jadavpur,,,9,15,"Power Backup,Water Supply",3,,2740,3616,3271-3299,3616,,3616
3,,4601,3226,New Town,Semi-Furnished,North,11,,,0,,2527-2551,3226,2641,3226,sqft,3226
3,,2167,525,Ballygunge,,West,,,,2,3,377,525,493,525,,525
4,3,4505,3534,Kasba,,North,,6,"Club House,Intercom",2,,2646,3534,2867,3534-3561,,3534
,4,7220,1470,Tollygunge,Furnished,North,,1,,,10,1175-1187,1470,1205-1221,1470,sq yard,1470
2,1,11573,3071,Dum Dum,,East,25,16,,,8,2280,3071,2514,3071,,3071
1,4,14704-14728,1168,,Unfurnished,,9,8,"Swimming Pool,Gym",1,3,925,1168,1003,1168-1205,sqft,1168
2,,13867,1662,,,,23,18,"Lift,Security,Park",2,3,1156,1662,1427,1662,sqm,1662
5,1,5249-5295,1637,Park Street,Furnished,South,13,3,,1,,1052,1637,1425-1447,1637,,1637
3,2,11516,1742,Ballygunge,Semi-Furnished,North,28,,,3,15,1178,1742,1464,1742,sqm,1742
1,4,10241,2740,Jadavpur,,East,20,,"Lift,Security,Park",,2,1826,2740,2593,2740,,2740-2780
,,12653,2044-2070,New Town,Semi-Furnished,West,,14,"Power Backup,Water Supply",,11,1453,2044,1912,2044,,2044
3,1,8970,1480,Lake Town,Unfurnished,,21,,,2,17,901,1480,1299,1480,,1480
1,1,3363,1150,New Town,,North,23,6,"Power Backup,Water Supply",1,3,827,1150,994,1150,,1150
1,4,2732,3265,Howrah,,,2,9,,0,19,2319,3265,2926,3265,,3265-3302
1,3,6313,2298,Alipore,Unfurnished,South-West,0,7,,2,4,1446,2298,2072,2298,,2298
5,,4770,2448,Ballygunge,,North,,1,"Swimming Pool,Gym",,,1828,2448-2484,2201,2448,sqft,2448
,,4780,2167,Tollygunge,,,6,8,"Club House,Intercom",3,14,1699,2167,1965,2167,,2167-2189
5,2,14241,1307,,Unfurnished,,28,12,,1,18,918,1307,1172,1307,,1307
5,4,3096,2632,Salt Lake,,North-East,3,,,2,12,1632,2632,2456,2632,,2632
1,1,2042,2130,Howrah,Semi-Furnished,North,23,7,Rain Water Harvesting,0,16,1509,2130,1978,2130,sqft,2130-2151
2,,7266-7277,2830-2850,,,North-East,26,,,,12,1766,2830,2493,2830,,2830
4,3,12674,1421,,,North-East,5,9,,,,1050,1421,1343-1375,1421,,1421
1,3,14412,3680,Park Street,Semi-Furnished,,3,5,"Club House,Intercom",3,2,2533,3680,3275-3319,3680,sqft,3680
1,3,3142,1064,Jadavpur,Semi-Furnished,,15,9,,3,18,697,1064,915,1064,,1064
2,2,9133,2678,Garia,Semi-Furnished,,9,5,"Power Backup,Water Supply",,,1744,2678,2253-2283,2678,,2678
5,3,14622,3274-3308,Garia,Furnished,,14,20,Rain Water Harvesting,1,2,2562,3274,2989,3274,,3274-3315
4,3,7000,1308,Kasba,,North,13,17,Reserved Parking,0,,815,1308-1354,1164,1308,sqm,1308
2,1,9719-9757,1896,Kasba,Unfurnished,East,14,20,,2,16,1401,1896,1542,1896,,1896
1,4,12752-12798,733,Garia,Unfurnished,West,0,20,"Club House,Intercom",2,12,540,733,638,733,,733
2,4,12668,430,Tollygunge,Furnished,,,18,,3,1,259,430,397,430,,430
1,2,11749,1463,Rajarhat,,South,21,13,,3,,1140,1463,1242,1463,,1463
3,2,14906-14931,3291,Howrah,Unfurnished,West,10,6,"Lift,Security,Park",1,17,2457,3291,2671,3291,sqft,3291
3,1,10661,1298,Jadavpur,Semi-Furnished,,1,,Reserved Parking,2,18,924,1298,1109,1298,,1298
1,1,10391,546,,,West,10,17,"Lift,Security,Park",3,,346-375,546-595,477,546,sq yard,546
5,2,10796,2710,Park Street,Unfurnished,East,,4,Reserved Parking,,8,2091-2114,2710,2514-2548,2710,,2710
,,2539,1870,Salt Lake,,,,4,"Lift,Security,Park",0,11,1483,1870,1658-1690,1870,sq yard,1870
4,3,9209-9226,1465-1489,Behala,,,30,14,"Club House,Intercom",2,15,1019,1465-1506,1371,1465,,1465
1,3,3109,3673,Lake Town,,,13,,,2,17,2896,3673,3045,3673,,3673
2,3,5004,3859,Park Street,Furnished,East,17,19,"Club House,Intercom",1,8,2439,3859,3301,3859,sqm,3859
2,2,7759,1369,Behala,,East,8,12,Reserved Parking,0,,934,1369,1274,1369,,1369
2,1,10518,1715-1747,Howrah,Furnished,South-West,18,20,Rain Water Harvesting,0,2,1312,1715,1464,1715,,1715
4,3,14186,1095,,Semi-Furnished,West,11,,"Swimming Pool,Gym",2,9,806,1095,1009,1095,,1095
,,13210,912,Tollygunge,,,23,17,,,8,588,912,751-773,912,sqm,912
,4,14512,3195,Rajarhat,,South,28,18,"Club House,Intercom",3,,2550-2588,3195,2785,3195-3219,,3195-3222
3,3,3897,3905,Ballygunge,,,2,6,Rain Water Harvesting,2,20,2709,3905,3564,3905-3948,sqft,3905
1,,3155,2141-2162,,,West,,14,Rain Water Harvesting,2,0,1488,2141,1894,2141,,2141
1,4,6317,3286,Ballygunge,Unfurnished,South,2,9,"Club House,Intercom",1,1,2407,3286-3313,2836,3286,,3286
2,4,12983,2876,New Town,Unfurnished,West,4,16,,,6,2060,2876,2686,2876,,2876
5,4,10979,474,Garia,,South-West,16,14,"Swimming Pool,Gym",0,20,338,474,425,474-502,sqft,474
5,3,10322,2749,Behala,Unfurnished,North-East,30,18,"Power Backup,Water Supply",1,,1998,2749,2340,2749,sq yard,2749
5,2,2283,1478,,Furnished,,,5,,,,1175-1194,1478,1370,1478,sqm,1478
2,4,7062,3884,Rajarhat,Unfurnished,East,,15,"Club House,Intercom",3,14,2809-2837,3884,3562,3884,,3884
5,4,5504,2689,Park Street,Semi-Furnished,East,23,17,Reserved Parking,0,7,1691,2689,2508,2689,,2689-2700
3,1,9421,491,Jadavpur,Furnished,North,12,19,,1,9,384,491,421,491,sq yard,491
1,1,9615,2694,Kasba,,South,16,10,,1,1,2118,2694,2231,2694,sqm,2694
1,,14544,1342,,Furnished,West,,9,Reserved Parking,,,944,1342,1129,1342,,1342
,2,12127,3379,,Unfurnished,,10,6,Rain Water Harvesting,2,19,2687,3379,2861,3379,,3379
2,,3337,2540,New Town,Unfurnished,,0,10,,3,8,1543-1572,2540,2101,2540,,2540
,,10226,1638,,,,30,17,,3,1,1040,1638,1458-1494,1638,,1638
3,,10489,2797,,Semi-Furnished,North-East,,8,"Swimming Pool,Gym",,,1897-1946,2797,2289-2318,2797,,2797
4,1,14747,2053,Jadavpur,,West,12,20,,1,13,1596,2053,1821,2053,sqft,2053
2,2,4289,428,Tollygunge,,East,,,"Swimming Pool,Gym",2,8,270,428-451,404,428,,428
,3,5365,2591,Kasba,,North-East,20,1,"Power Backup,Water Supply",1,13,1722,2591-2625,2200,2591,sq yard,2591-2606
,4,11466,3702,Alipore,,,23,15,,1,11,2920,3702,3337,3702,sqft,3702
1,4,2618,3740,Garia,,North,,,"Lift,Security,Park",1,4,2943,3740-3765,3085,3740,,3740
5,3,3110,2942,Garia,Furnished,,8,10,Reserved Parking,,,2335,2942,2630,2942,sqft,2942
,3,14090,2556,Tollygunge,Semi-Furnished,West,12,18,Reserved Parking,2,17,1655,2556,2239,2556,,2556
1,4,11077,3500-3533,Howrah,,East,15,15,,0,18,2659,3500-3514,3200,3500,sq yard,3500
2,4,5732-5761,2300,Howrah,,South,16,6,Reserved Parking,3,12,1559,2300,1911,2300-2337,,2300
4,,13902-13945,2177,,,,20,,"Power Backup,Water Supply",3,5,1407-1434,2177,1795,2177,sq yard,2177
2,3,9436,2302-2323,,Furnished,South,,3,"Power Backup,Water Supply",,14,1591,2302-2323,1924,2302,sqft,2302
1,2,14496,813,Dum Dum,,,6,4,"Club House,Intercom",,9,530,813,719,813,sqft,813
2,,13286,3248,Ballygunge,Semi-Furnished,,16,6,,0,17,2574,3248,2784,3248,,3248-3296
1,3,6794,979,Lake Town,Semi-Furnished,North,19,,,1,4,773,979,808-856,979-997,,979
4,4,7529,1197,Lake Town,Semi-Furnished,North-East,1,16,"Club House,Intercom",,5,886,1197,1046,1197,,1197
1,1,8757,747,Dum Dum,Semi-Furnished,North-East,9,3,"Swimming Pool,Gym",3,,509,747,660,747,,747-791
4,3,4485,3011,Jadavpur,,North,27,4,"Swimming Pool,Gym",2,,2039-2050,3011,2714,3011-3038,,3011
,3,7441,1394,Lake Town,Semi-Furnished,,4,12,"Swimming Pool,Gym",3,12,919,1394-1420,1289,1394,,1394
3,2,13215,3564,Howrah,,North,12,,,2,14,2419,3564,3201,3564,,3564
2,1,2412-2462,2776,,,South,13,11,"Power Backup,Water Supply",,6,2035,2776,2458-2488,2776,sq yard,2776
2,1,5609,518,Ballygunge,Furnished,,4,10,,1,11,378,518,445,518,,518
4,,11416,3379-3418,Behala,,East,0,,,0,12,2188,3379,2754,3379,sq yard,3379
1,4,5179,1150,Rajarhat,Semi-Furnished,West,10,,"Power Backup,Water Supply",,11,909,1150,934,1150,,1150
,1,8554,1173,Kasba,Unfurnished,,20,1,"Swimming Pool,Gym",,2,776,1173,957,1173,,1173
,4,2742,1060,,,,,15,"Club House,Intercom",3,,756,1060,976-1009,1060,,1060
2,,11188,3896,Ballygunge,Semi-Furnished,,28,11,,2,9,2857,3896,3221-3268,3896,,3896
1,3,14417,1749,Tollygunge,,South,2,19,Reserved Parking,1,,1068,1749,1660,1749,,1749
5,3,14130,1159,,Unfurnished,North-East,20,,Rain Water Harvesting,,2,860,1159,1039,1159,,1159
5,2,9319,3674,Lake Town,Semi-Furnished,North,20,,,1,0,2706,3674-3699,3196,3674-3695,sqft,3674
2,4,11212,2148,Garia,Semi-Furnished,North,25,3,"Power Backup,Water Supply",,7,1616-1626,2148,1812,2148,,2148
,4,8499,3895,Ballygunge,,,6,4,"Club House,Intercom",1,3,2841,3895,3357,3895,,3895
4,3,10639,2761,New Town,Semi-Furnished,,17,11,,2,0,1952,2761,2496,2761,sqft,2761
2,4,5028-5061,1903,Dum Dum,Semi-Furnished,,2,,,3,18,1229-1260,1903,1588,1903,,1903
3,4,13947,2061,Howrah,,,2,18,,,17,1458-1471,2061,1772,2061,,2061
4,4,8588,3428,Ballygunge,Semi-Furnished,,25,15,Reserved Parking,0,11,2138,3428,2999-3032,3428,,3428
,,13815,2957,Tollygunge,,,3,12,Rain Water Harvesting,0,14,2103,2957,2612,2957,sq yard,2957
1,2,6803,2605,Jadavpur,Unfurnished,North-East,,8,"Swimming Pool,Gym",3,19,1606,2605,2246,2605,sqft,2605
5,2,9744,1517,Ballygunge,,,25,7,Rain Water Harvesting,1,15,1022-1035,1517-1531,1438,1517,sq yard,1517
,,3619,2016,,,,19,8,Rain Water Harvesting,1,0,1373,2016-2027,1654,2016,,2016
5,4,8757,3559,Kasba,Semi-Furnished,West,30,,,2,,2160,3559,2917-2935,3559,sqft,3559
5,4,11012,1436,Dum Dum,,,28,11,Rain Water Harvesting,3,4,1050,1436,1217,1436,,1436
1,1,7561,1661-1691,Dum Dum,,,16,16,,2,3,1288,1661,1576,1661,sqft,1661
5,3,5513,3036,Park Street,,,17,20,"Swimming Pool,Gym",0,12,2316,3036,2866,3036,sqft,3036-3054
,3,6293,965,Ballygunge,,North-East,5,4,,3,0,709,965,793,965,,965
,4,11405,3184,Tollygunge,Semi-Furnished,North-East,6,15,"Power Backup,Water Supply",0,20,2107,3184,2807,3184,,3184
1,1,9794,3414,New Town,Unfurnished,East,17,,,,,2415,3414-3430,2902,3414,sqft,3414
4,3,14079-14127,2121,,,,,9,Rain Water Harvesting,2,14,1399,2121,1994,2121,,2121-2151
1,2,7174,1740,,Unfurnished,,30,,"Power Backup,Water Supply",,7,1176,1740,1517,1740,sq yard,1740
1,1,6559,3335-3345,Jadavpur,Unfurnished,West,29,5,,2,14,2152,3335,2821,3335,sq yard,3335-3364
3,4,11612,877,Kasba,,East,,,,0,,599,877,825-842,877,sqm,877
3,3,3348,2339,,Semi-Furnished,South-West,1,1,"Swimming Pool,Gym",2,,1745,2339,2049-2079,2339,sqm,2339
,3,2176,2149,,Semi-Furnished,West,,10,"Lift,Security,Park",3,0,1344,2149,1749,2149,,2149
3,4,8799,560,Park Street,Furnished,,3,2,,1,18,364,560,487,560,,560-598
1,1,13276,2584,,,East,3,10,"Power Backup,Water Supply",,18,1756,2584-2601,2129,2584,sqft,2584-2604
3,1,14105,2557,Dum Dum,,North-East,,3,,,13,1814,2557,2349-2384,2557,,2557
5,4,3443,555,,,East,,20,,2,16,431,555,452,555,,555
1,2,5327,2249,,Semi-Furnished,South,,,Reserved Parking,1,16,1694,2249,2127,2249,,2249
1,3,14297,1943,,Furnished,East,16,12,"Swimming Pool,Gym",3,6,1378,1943,1720,1943,,1943
1,,3580,1904,Garia,,,,12,"Lift,Security,Park",3,5,1485-1502,1904,1629,1904,sq yard,1904
5,3,7012,3352,Kasba,,East,8,11,"Power Backup,Water Supply",3,,2648,3352,2767,3352,sqft,3352
1,2,5285,2808,,,West,10,11,"Lift,Security,Park",0,19,2083-2120,2808,2518,2808,,2808
2,3,4716,434,,,,19,13,"Club House,Intercom",1,1,291,434,384-415,434,,434
,4,7690,1297,Garia,,North,,4,"Power Backup,Water Supply",3,18,1033,1297,1159,1297,sqm,1297
4,2,6206,1689,,,North,17,9,"Swimming Pool,Gym",3,10,1147-1158,1689,1530,1689,sq yard,1689
2,3,5741,3509,,Furnished,,5,7,Rain Water Harvesting,2,17,2695,3509,2897,3509,sqft,3509
5,,9659,1162,Tollygunge,,,,16,,3,5,734,1162,1059,1162,,1162
1,,2245,3145,Alipore,Unfurnished,North-East,23,,"Lift,Security,Park",0,4,1943,3145,2858,3145,sqft,3145
4,,2008,2214,Jadavpur,,North,,13,"Club House,Intercom",1,,1576,2214,2036,2214,sqft,2214
2,3,12909,1239,Alipore,Unfurnished,North,,17,,,14,882,1239,995,1239,sqm,1239
,2,6966,2331,Lake Town,Unfurnished,,29,,,2,5,1722,2331,1953,2331-2370,,2331
4,4,7282,2080,,,North-East,2,12,"Power Backup,Water Supply",0,,1558,2080,1974-2000,2080,sqft,2080
,1,7389,1613,,,North-East,,20,"Power Backup,Water Supply",0,17,1171-1188,1613,1386,1613,sqft,1613
4,,12433,692,Howrah,,,5,16,,,15,507,692,613,692,,692
1,1,7134-7170,2211,Lake Town,Unfurnished,East,20,10,"Club House,Intercom",1,3,1716,2211,2096,2211,,2211
,1,2542-2585,2996,Park Street,,South,26,8,,1,0,1918,2996,2800,2996,sq yard,2996
5,1,7221,2079,Howrah,,South,23,10,,2,,1557,2079,1739,2079,,2079
5,4,14967,3146-3166,Kasba,,North-East,,10,"Lift,Security,Park",0,12,2318,3146,2751,3146,,3146
4,2,11767,879,Rajarhat,,,11,8,Reserved Parking,2,,665,879,716,879,,879
4,1,5716,3747,Alipore,,West,29,12,Rain Water Harvesting,0,16,2533,3747,3452,3747,,3747
2,2,3055,2453,Alipore,,,9,20,Rain Water Harvesting,0,8,1715,2453,2215,2453,,2453-2470
5,3,12572,3388,Garia,Furnished,North,,,Reserved Parking,2,5,2151,3388,3160,3388-3410,,3388
3,2,7776,2225,Alipore,,East,13,15,"Swimming Pool,Gym",,16,1721,2225,2063,2225,,2225
3,3,6796,3904,,,,0,13,Rain Water Harvesting,0,10,2934,3904,3151,3904,sqft,3904
5,2,4258,3098,Howrah,Furnished,East,5,12,,0,4,2067,3098-3134,2514,3098,,3098
2,,2619-2635,2088,Garia,Semi-Furnished,West,,20,"Power Backup,Water Supply",2,9,1596,2088,1932,2088,sqm,2088
5,,10502,3105-3152,,,East,19,4,,3,19,2292,3105,2505,3105,sqm,3105
5,2,11024,974-1019,Jadavpur,,South-West,28,12,,1,16,647,974,869,974,,974
2,1,2795,1065,Kasba,Semi-Furnished,,2,18,,3,3,718,1065,1011,1065,sqft,1065-1092
3,2,13901,2385,Alipore,,,11,10,,1,18,1785,2385,2024,2385,,2385
3,3,11945,1362,Dum Dum,,,4,1,"Power Backup,Water Supply",1,6,1004,1362,1290,1362,sq yard,1362
1,1,10186,2935,New Town,,North,15,13,,0,1,1980-2013,2935,2367-2392,2935,sqm,2935
3,4,8074,2624,Ballygunge,,East,25,17,"Club House,Intercom",1,6,1593,2624,2120,2624,,2624
,2,3851,2148,,,,1,,Reserved Parking,,7,1622,2148,1738-1781,2148,sqm,2148
3,,8546,2113,Tollygunge,Unfurnished,,20,,,,10,1606,2113,1996,2113,sq yard,2113
5,1,6996,728,Lake Town,,East,30,1,,,,520,728,624,728,sqft,728
2,2,7743,2632,Alipore,Furnished,,28,,Reserved Parking,2,2,1975,2632,2339,2632,,2632
,1,3185-3225,706,,Furnished,West,24,,"Swimming Pool,Gym",,5,562-577,706,646,706,,706
4,1,9678,1560,Behala,Unfurnished,,,,,1,10,1149,1560,1273,1560,sq yard,1560
5,1,7369,1661,Howrah,Unfurnished,,28,17,"Power Backup,Water Supply",0,1,1145,1661,1485,1661,sqm,1661
4,2,11357,2901,,,North,6,17,"Club House,Intercom",1,3,2309,2901,2592,2901,sqft,2901
3,,7480,2950,Garia,,,7,2,"Lift,Security,Park",,11,1860,2950,2625,2950,sq yard,2950
1,4,6896,1747,New Town,,East,8,16,Reserved Parking,0,15,1391,1747,1517,1747,sqft,1747
5,2,5593-5634,3291,,,West,,4,,3,,2428,3291,2998,3291,,3291
3,4,3462,3741,Jadavpur,,South-West,,7,"Swimming Pool,Gym",1,8,2400,3741,3033,3741,,3741
5,1,9210,2032,Rajarhat,,,,5,"Lift,Security,Park",0,9,1413,2032,1868,2032,,2032
,4,12508,2399-2436,Alipore,Furnished,,,20,"Power Backup,Water Supply",,3,1850,2399,2268,2399,,2399-2435
,3,6476,2988,Behala,,West,,6,,1,19,2025,2988,2765,2988,sqft,2988
1,2,4787,2802,Howrah,,,18,18,,2,20,2002,2802,2474,2802,,2802
3,1,3671,2190,Behala,,North-East,20,15,"Power Backup,Water Supply",3,12,1740,2190,1967-1997,2190,sqm,2190
3,2,8416,613,Park Street,Semi-Furnished,South,27,11,,,20,426,613,541,613,sqft,613
3,3,8784,998-1041,Alipore,,East,28,17,"Club House,Intercom",0,7,704,998,853,998,,998
4,3,8173,1096,Rajarhat,,,13,,Reserved Parking,,0,808,1096-1111,958,1096,,1096-1129
2,1,11374,3486-3512,Behala,Furnished,West,5,5,"Club House,Intercom",3,12,2194,3486,2798,3486,sqft,3486
1,2,5159-5209,3507,New Town,,West,21,17,,2,10,2793,3507,3287,3507,,3507
4,1,2559,3560,Lake Town,,East,,10,,2,,2274-2302,3560,3267-3290,3560,sqm,3560
2,1,2965,1667,Park Street,,West,26,6,"Swimming Pool,Gym",,17,1168,1667,1431,1667-1695,,1667
3,3,13247,3756,,,East,9,,"Lift,Security,Park",0,13,2291,3756,3092,3756,,3756-3791
